GRP,ITEMID,ITEMDESC,WHCode,WHName,WHRegion,Desc3,ItemOrder1,ItemOrder2,ClipBd,Company,QtyOnHand,QtyOnPO,QtyOnSO,QtyAvailable
Turkish Commissioned,3965,BELLA Pizza Sauce (10-12 Brix) 3x4.1kg can,WGT01,Booths Transport Ltd,WGT,,0,0,,Kauri New Zealand Ltd,1438,0,0,1438
Turkish Commissioned,3965,BELLA Pizza Sauce (10-12 Brix) 3x4.1kg can,WGT01,Booths Transport Ltd,WGT,BELLA Pizza Sauce (10-12 Brix) 3x4.1kg can,0,0,,Kauri New Zealand Ltd,0,1500,-39,1461
Turkish Commissioned,3966,Turkish Delight - Asst(Apr-Org-Cherry-Str) 500gx16,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,8,0,0,8
Turkish Commissioned,3966,Turkish Delight - Asst(Apr-Org-Cherry-Str) 500gx16,AKD01,Kauri Warehouse,AKD,Turkish Delight - Asst(Apr-Org-Cherry-Str) 500gx16,0,0,,Kauri New Zealand Ltd,0,0,-3,-3
Turkish Commissioned,3967,Turkish Delight - Asst (Ntl-Rse-Hzl-Pistc) 500gx16,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,108,0,0,108
Turkish Commissioned,3967,Turkish Delight - Asst (Ntl-Rse-Hzl-Pistc) 500gx16,AKD01,Kauri Warehouse,AKD,Turkish Delight - Asst (Ntl-Rse-Hzl-Pistc) 500gx16,0,0,,Kauri New Zealand Ltd,0,0,-46,-46
Turkish Commissioned,3968,Turkish Delight - Rose 500g x 16,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,6,0,0,6
Turkish Commissioned,3968,Turkish Delight - Rose 500g x 16,AKD01,Kauri Warehouse,AKD,Turkish Delight - Rose 500g x 16,0,0,,Kauri New Zealand Ltd,0,0,-3,-3
Desiccated Coconut,4106,Des Coconut fine (50lb),AKL01,BDH,AKL,"Desiccated Coconut, fine (50lb)",0,0,,Kauri New Zealand Ltd,0,0,0,0
Desiccated Coconut,4110P,Sunnz Des Coconut Fine 11.34kg Bag,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,2534,0,0,2534
Desiccated Coconut,4110P,Sunnz Des Coconut Fine 11.34kg Bag,AKD01,Kauri Warehouse,AKD,Sunnz Des Coconut Fine 11.34kg Bag,0,0,,Kauri New Zealand Ltd,0,0,-80,-80
Desiccated Coconut,4110P,Sunnz Des Coconut Fine 11.34kg Bag,WGT01,Booths Transport Ltd,WGT,,0,0,,Kauri New Zealand Ltd,140,0,0,140
Desiccated Coconut,4110P,Sunnz Des Coconut Fine 11.34kg Bag,WGT01,Booths Transport Ltd,WGT,Sunnz Des Coconut Fine 11.34kg Bag,0,0,,Kauri New Zealand Ltd,0,0,-20,-20
Desiccated Coconut,4110PD,Sunnz Des Coconut Fine 11.34kg Bag Damaged,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,2,0,0,2
Desiccated Coconut,4111,Sunnz Des Coconut Medium 11.34kg,IND01,NZ Indent Orders,IND,,0,0,,Kauri New Zealand Ltd,0,0,0,0
Desiccated Coconut,4128,Coconut Golden Toasted Medium No SO2 10kg Ctn,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,792,0,0,792
Desiccated Coconut,4128,Coconut Golden Toasted Medium No SO2 10kg Ctn,AKD01,Kauri Warehouse,AKD,Coconut Golden Toasted Medium No SO2 10kg Ctn,0,0,,Kauri New Zealand Ltd,0,918,-1363,-445
Desiccated Coconut,4137P,Sunnz Des Coconut Fine No SO2 11.34kg Bag,WGT01,Booths Transport Ltd,WGT,Sunnz Des Coconut Fine No SO2 11.34kg Bag,0,0,,Kauri New Zealand Ltd,0,1058,-1058,0
Glace Fruits,4161,Whole Green Cherries packed in 5kg cartons,AKD01,Kauri Warehouse,AKD,Whole Green Cherries packed in 5kg cartons,0,0,,Kauri New Zealand Ltd,0,10,-10,0
Fruit Juice Paste Puree Pulp,4203,Lime Juice Concentrate - J/Can 23.5kg,AKD01,Kauri Warehouse,AKD,Lime Juice Concentrate - J/Can 23.5kg,0,0,,Kauri New Zealand Ltd,0,13,0,13
Inclusions,4414,Chocolate Milk Budlets Mini 15kg ctn,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,32,0,0,32
Sauces,4521,Pams Sweet Chilli Sauce 12x300ml,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,3050,0,0,3050
Sauces,4521,Pams Sweet Chilli Sauce 12x300ml,CHC01,Bascik,CHC,Pams Sweet Chilli Sauce 12x300ml,0,0,,Kauri New Zealand Ltd,0,3000,-212,2788
Sauces,4522,Gilmours Sweet Chilli Sauce 6x2L,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,204,0,0,204
Sauces,4522,Gilmours Sweet Chilli Sauce 6x2L,AKD01,Kauri Warehouse,AKD,Gilmours Sweet Chilli Sauce 6x2L,0,0,,Kauri New Zealand Ltd,0,600,-17,583
Sauces,4522,Gilmours Sweet Chilli Sauce 6x2L,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,76,0,0,76
Sauces,4522,Gilmours Sweet Chilli Sauce 6x2L,CHC01,Bascik,CHC,Gilmours Sweet Chilli Sauce 6x2L,0,0,,Kauri New Zealand Ltd,0,0,-1,-1
Sauces,4522,Gilmours Sweet Chilli Sauce 6x2L,WGT01,Booths Transport Ltd,WGT,,0,0,,Kauri New Zealand Ltd,86,0,0,86
Sauces,4522,Gilmours Sweet Chilli Sauce 6x2L,WGT01,Booths Transport Ltd,WGT,Gilmours Sweet Chilli Sauce 6x2L,0,0,,Kauri New Zealand Ltd,0,0,-6,-6
Sauces,4523,Gilmours Sweet Chilli Sauce 4x5L,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,3968,0,0,3968
Sauces,4523,Gilmours Sweet Chilli Sauce 4x5L,AKD01,Kauri Warehouse,AKD,Gilmours Sweet Chilli Sauce 4x5L,0,0,,Kauri New Zealand Ltd,0,2900,-122,2778
Sauces,4523,Gilmours Sweet Chilli Sauce 4x5L,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,470,0,0,470
Sauces,4523,Gilmours Sweet Chilli Sauce 4x5L,CHC01,Bascik,CHC,Gilmours Sweet Chilli Sauce 4x5L,0,0,,Kauri New Zealand Ltd,0,1550,-71,1479
Sauces,4523,Gilmours Sweet Chilli Sauce 4x5L,GIT,Goods In Transit,GIT,,0,0,,Kauri New Zealand Ltd,1200,0,0,1200
Sauces,4523,Gilmours Sweet Chilli Sauce 4x5L,WGT01,Booths Transport Ltd,WGT,,0,0,,Kauri New Zealand Ltd,200,0,0,200
Sauces,4523,Gilmours Sweet Chilli Sauce 4x5L,WGT01,Booths Transport Ltd,WGT,Gilmours Sweet Chilli Sauce 4x5L,0,0,,Kauri New Zealand Ltd,0,1700,-60,1640
Sauces,4527,Sweet Thai Chilli Sauce Chef Art 4x5L Carton,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,426,0,0,426
Sauces,4527,Sweet Thai Chilli Sauce Chef Art 4x5L Carton,AKD01,Kauri Warehouse,AKD,Sweet Thai Chilli Sauce Chef Art 4x5L Carton,0,0,,Kauri New Zealand Ltd,0,0,-4,-4
Sauces,4527,Sweet Thai Chilli Sauce Chef Art 4x5L Carton,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,160,0,0,160
Inclusions,4575,Hazelnut Caramelised Dice Roasted 10kg Ctn,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,180,0,0,180
Inclusions,4575,Hazelnut Caramelised Dice Roasted 10kg Ctn,AKD01,Kauri Warehouse,AKD,Hazelnut Caramelised Dice Roasted 10kg Ctn,0,0,,Kauri New Zealand Ltd,0,0,-210,-210
Condensed Milk,4591U,Kauri Sweetened Condensed Milk 25kg BIB,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,332,0,0,332
Condensed Milk,4591U,Kauri Sweetened Condensed Milk 25kg BIB,CHC01,Bascik,CHC,Kauri Sweetened Condensed Milk 25kg BIB,0,0,,Kauri New Zealand Ltd,0,0,-200,-200
Condensed Milk,4591UD,Kauri Sweetened Condensed Milk 25kg BIB Damaged,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,64,0,0,64
Condensed Milk,4595U,Sunnz Sweetened Condensed Milk 5kg BIB,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,2746,0,0,2746
Condensed Milk,4595U,Sunnz Sweetened Condensed Milk 5kg BIB,AKD01,Kauri Warehouse,AKD,Sunnz Sweetened Condensed Milk 5kg BIB,0,0,,Kauri New Zealand Ltd,0,6440,-91,6349
Condensed Milk,4595U,Sunnz Sweetened Condensed Milk 5kg BIB,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,2038,0,0,2038
Condensed Milk,4595U,Sunnz Sweetened Condensed Milk 5kg BIB,CHC01,Bascik,CHC,Sunnz Sweetened Condensed Milk 5kg BIB,0,0,,Kauri New Zealand Ltd,0,0,-20,-20
Condensed Milk,4595U,Sunnz Sweetened Condensed Milk 5kg BIB,GIT,Goods In Transit,GIT,,0,0,,Kauri New Zealand Ltd,336,0,0,336
Condensed Milk,4595U,Sunnz Sweetened Condensed Milk 5kg BIB,WGT01,Booths Transport Ltd,WGT,,0,0,,Kauri New Zealand Ltd,242,0,0,242
Condensed Milk,4595U,Sunnz Sweetened Condensed Milk 5kg BIB,WGT01,Booths Transport Ltd,WGT,Sunnz Sweetened Condensed Milk 5kg BIB,0,0,,Kauri New Zealand Ltd,0,0,-20,-20
Condensed Milk,4596,Sunnz Sweetened Condensed Milk 12.5kg BIB,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,244,0,0,244
Condensed Milk,4599U,Kauri Sweetened Condensed Milk 1200kg IBC,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,12,0,0,12
Cocoa Products,4613,Cocoa Powder JB800-11 25kg Bag,IND01,NZ Indent Orders,IND,Cocoa Powder JB800-11 25kg Bag,0,0,,Kauri New Zealand Ltd,0,1200,0,1200
Inclusions,4730,Cookies Chocolate Creme Filled Crushed 11.3kg Ctn,AKD01,Kauri Warehouse,AKD,Cookies Chocolate Creme Filled Crushed 11.3kg Ctn,0,0,,Kauri New Zealand Ltd,0,250,-250,0
Other Food Products,4815,Premium Potato Starch 25 kg Paper Bag,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,472,0,0,472
Other Food Products,4815,Premium Potato Starch 25 kg Paper Bag,CHC01,Bascik,CHC,Premium Potato Starch 25 kg Paper Bag,0,0,,Kauri New Zealand Ltd,0,880,-1120,-240
Other Food Products,4815,Premium Potato Starch 25 kg Paper Bag,IND01,NZ Indent Orders,IND,Premium Potato Starch 25 kg Paper Bag,0,0,,Kauri New Zealand Ltd,0,1760,0,1760
Italian Range,4821,La Italiana Whole Peeled Tomato 24 x 400g Can,WGT01,Booths Transport Ltd,WGT,La Italiana Whole Peeled Tomato 24 x 400g Can,0,0,,Kauri New Zealand Ltd,0,1470,0,1470
Italian Range,4822,La Italiana Chopped Tomato 6 x 2500g Can,WGT01,Booths Transport Ltd,WGT,La Italiana Chopped Tomato 6 x 2500g Can,0,0,,Kauri New Zealand Ltd,0,1250,0,1250
Italian Range,4823,La Italiana Chopped Tomato 24 x 400g Can,WGT01,Booths Transport Ltd,WGT,La Italiana Chopped Tomato 24 x 400g Can,0,0,,Kauri New Zealand Ltd,0,1850,0,1850
Italian Range,4824,La Italiana Tomato Puree 6x2500g Can,WGT01,Booths Transport Ltd,WGT,La Italiana Tomato Puree 6x2500g Can,0,0,,Kauri New Zealand Ltd,0,350,0,350
Italian Range,4825,La Italiana Unpeeled Whole Cherry Tomato 24x400g,WGT01,Booths Transport Ltd,WGT,La Italiana Unpeeled Whole Cherry Tomato 24x400g,0,0,,Kauri New Zealand Ltd,0,320,0,320
Italian Range,4826,La Italiana Tomato Passata 12 x 680g Bottle,WGT01,Booths Transport Ltd,WGT,La Italiana Tomato Passata 12 x 680g Bottle,0,0,,Kauri New Zealand Ltd,0,1650,0,1650
Italian Range,4832,D'Amico Artichokes Rustic 8x280g Glass Jar,WGT01,Booths Transport Ltd,WGT,D'Amico Artichokes Rustic 8x280g Glass Jar,0,0,,Kauri New Zealand Ltd,0,220,0,220
Italian Range,4833,D'Amico Artichokes Quartered Hearts 12x380g Can,WGT01,Booths Transport Ltd,WGT,D'Amico Artichokes Quartered Hearts 12x380g Can,0,0,,Kauri New Zealand Ltd,0,100,0,100
Italian Range,4835,La Italiana Chickpeas 6x2500g Can,WGT01,Booths Transport Ltd,WGT,La Italiana Chickpeas 6x2500g Can,0,0,,Kauri New Zealand Ltd,0,500,0,500
Italian Range,4836,La Italiana Chickpeas 24x400g Can,WGT01,Booths Transport Ltd,WGT,La Italiana Chickpeas 24x400g Can,0,0,,Kauri New Zealand Ltd,0,500,0,500
Italian Range,4843,D'Amico Capers in Salt #9 12x75g Jar,WGT01,Booths Transport Ltd,WGT,D'Amico Capers in Salt #9 12x75g Jar,0,0,,Kauri New Zealand Ltd,0,100,0,100
Italian Range,4852,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,178,0,0,178
Italian Range,4852,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,AKD01,Kauri Warehouse,AKD,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,0,0,,Kauri New Zealand Ltd,0,1250,-26,1224
Italian Range,4852,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,48,0,0,48
Italian Range,4852,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,CHC01,Bascik,CHC,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,0,0,,Kauri New Zealand Ltd,0,0,-4,-4
Italian Range,4852,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,WGT01,Booths Transport Ltd,WGT,,0,0,,Kauri New Zealand Ltd,46,0,0,46
Italian Range,4852,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,WGT01,Booths Transport Ltd,WGT,Bella Unpeeled Whole Cherry Tomato 6x2500g cans,0,0,,Kauri New Zealand Ltd,0,0,-2,-2
Other Food Products,4865,Tapioca Starch 25kg Bag,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,182,0,0,182
Other Food Products,4865,Tapioca Starch 25kg Bag,CHC01,Bascik,CHC,Tapioca Starch 25kg Bag,0,0,,Kauri New Zealand Ltd,0,720,-812,-92
Packaging,4996,SpaceKraft ball valve food grade,WOFF,Wellington Office,WOFF,,0,0,,Kauri New Zealand Ltd,8,0,0,8
Wine Barrels,6350,XT BG 3yr House,IND01,NZ Indent Orders,IND,XT BG 3yr House,1175,1175,Bourgogne,Kauri New Zealand Ltd,0,0,-26,-26
Wine Barrels,6352,XT BG 3yr ML ,IND01,NZ Indent Orders,IND,XT BG 3yr ML ,1185,1185,Bourgogne,Kauri New Zealand Ltd,0,0,-26,-26
Wine Barrels,6356,XT BG 3yr Cru,IND01,NZ Indent Orders,IND,XT BG 3yr Cru,1185,1185,Bourgogne,Kauri New Zealand Ltd,0,0,-15,-15
Wine Barrels,6373,XTL 225L Pr 3yr Imm Lumiere,IND01,NZ Indent Orders,IND,XTL 225L Pr 3yr Imm Lumiere,500,500,Premium,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,6374,XTL 225L Pr 3yr Imm Lumiere TH,IND01,NZ Indent Orders,IND,XTL 225L Pr 3yr Imm Lumiere TH,505,505,Premium,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,6386,CT BGF 3yr Imm House,IND01,NZ Indent Orders,IND,CT BGF 3yr Imm House,3045,3045,Bourgogne FG,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,6497,XT US 3yr Imm M+,IND01,NZ Indent Orders,IND,XT US 3yr Imm M+,3310,3310,Classic American,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,6499,XT US 3yr Imm Lumiere,IND01,NZ Indent Orders,IND,XT US 3yr Imm Lumiere,3320,3320,Classic American,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,6723,XTL225L 3yr Lumiere,IND01,NZ Indent Orders,IND,XTL225L 3yr Lumiere,380,380,Classic,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,6730,XTL225L 3yr Imm M+ TH,IND01,NZ Indent Orders,IND,XTL225L 3yr Imm M+ TH,415,415,Classic,Kauri New Zealand Ltd,0,0,-12,-12
Wine Barrels,6737,LXT GF 36mth Med Long,AKD01,Kauri Warehouse,AKD,,1340,0,Leroi,Kauri New Zealand Ltd,4,0,0,4
Wine Barrels,6749,LBT GF 36mth M+,IND01,NZ Indent Orders,IND,LBT GF 36mth M+,2070,2070,Leroi,Kauri New Zealand Ltd,0,0,-5,-5
Wine Barrels,6751,LBT GF 36mth Med Long,IND01,NZ Indent Orders,IND,LBT GF 36mth Med Long,2080,2080,Leroi,Kauri New Zealand Ltd,0,0,-22,-22
Wine Barrels,6752,LBT GF 36mth Burgundy House,AKD01,Kauri Warehouse,AKD,,2090,0,Leroi,Kauri New Zealand Ltd,10,0,0,10
Wine Barrels,6752,LBT GF 36mth Burgundy House,AKD01,Kauri Warehouse,AKD,LBT GF 36mth Burgundy House,2090,2090,Leroi,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,6752,LBT GF 36mth Burgundy House,IND01,NZ Indent Orders,IND,LBT GF 36mth Burgundy House,2090,2090,Leroi,Kauri New Zealand Ltd,0,0,-13,-13
Wine Barrels,6756,LTT GF 36mth M+,IND01,NZ Indent Orders,IND,LTT GF 36mth M+,2575,2575,Leroi,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,6759,LTT GF 36mth Burgundy House,IND01,NZ Indent Orders,IND,LTT GF 36mth Burgundy House,2595,2595,Leroi,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,6761,LCT GF 36mth M,IND01,NZ Indent Orders,IND,LCT GF 36mth M,3125,3125,Leroi,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,6765,LCT GF 36mth Med Long,IND01,NZ Indent Orders,IND,LCT GF 36mth Med Long,3145,3145,Leroi,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,6766,LCT GF 36mth Burgundy House,IND01,NZ Indent Orders,IND,LCT GF 36mth Burgundy House,3155,3155,Leroi,Kauri New Zealand Ltd,0,0,-3,-3
Wine Barrels,6770,BT BGF 3yr House ,IND01,NZ Indent Orders,IND,BT BGF 3yr House ,1960,1960,Bourgogne FG,Kauri New Zealand Ltd,0,0,-11,-11
Wine Barrels,6772,BT BGF 3yr ML ,IND01,NZ Indent Orders,IND,BT BGF 3yr ML ,1970,1970,Bourgogne FG,Kauri New Zealand Ltd,0,0,-7,-7
Wine Barrels,6779,XT BGF 3yr House,AKD01,Kauri Warehouse,AKD,,1215,0,Bourgogne FG,Kauri New Zealand Ltd,2,0,0,2
Wine Barrels,6790,TT BGF 3yr ML ,IND01,NZ Indent Orders,IND,TT BGF 3yr ML ,2450,2450,Bourgogne FG,Kauri New Zealand Ltd,0,0,-7,-7
Wine Barrels,6796,CT BGF 3yr House,IND01,NZ Indent Orders,IND,CT BGF 3yr House,3025,3025,Bourgogne FG,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,6830,Seamless SS Barrel 300L with tricl in body,AKD01,Kauri Warehouse,AKD,,6000,0,SS Barrels,Kauri New Zealand Ltd,6,0,0,6
Wine Barrels,6831,Seamless SS Barrel 225L with tricl in body,AKD01,Kauri Warehouse,AKD,,6001,0,SS Barrels,Kauri New Zealand Ltd,20,0,0,20
Wine Barrels,6831,Seamless SS Barrel 225L with tricl in body,AKD01,Kauri Warehouse,AKD,Seamless SS Barrel 225L with tricl in body,6001,6001,SS Barrels,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,6875,Spare Triclover Cover & Bracket Set,AKD01,Kauri Warehouse,AKD,,6030,0,Other,Kauri New Zealand Ltd,2,0,0,2
Wine Barrels,6977,LDVN BT 36mth Med Long,AKD01,Kauri Warehouse,AKD,,1456,0,Leroi,Kauri New Zealand Ltd,12,0,0,12
Wine Barrels,6977,LDVN BT 36mth Med Long,AKD01,Kauri Warehouse,AKD,LDVN BT 36mth Med Long,1456,1456,Leroi,Kauri New Zealand Ltd,0,0,-6,-6
Wine Barrels,6977,LDVN BT 36mth Med Long,IND01,NZ Indent Orders,IND,LDVN BT 36mth Med Long,1456,1456,Leroi,Kauri New Zealand Ltd,0,0,-21,-21
Wine Barrels,7100,BT 3yr M,IND01,NZ Indent Orders,IND,BT 3yr M,1540,1540,Classic,Kauri New Zealand Ltd,0,0,-3,-3
Wine Barrels,7106,BT 3yr Lumiere Plus,IND01,NZ Indent Orders,IND,BT 3yr Lumiere Plus,1560,1560,Classic,Kauri New Zealand Ltd,0,0,-12,-12
Wine Barrels,7107,BT 3yr Lumiere,IND01,NZ Indent Orders,IND,BT 3yr Lumiere,1560,1560,Classic,Kauri New Zealand Ltd,0,0,-8,-8
Wine Barrels,7110,BT 3yr M+,IND01,NZ Indent Orders,IND,BT 3yr M+,1550,1550,Classic,Kauri New Zealand Ltd,0,0,-12,-12
Wine Barrels,7130,BT 3yr Imm M,IND01,NZ Indent Orders,IND,BT 3yr Imm M,1580,1580,Classic,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7140,BT 3yr Imm M+,BLN03,Move Distribution Blenheim,BLN,,1590,0,Classic,Kauri New Zealand Ltd,8,0,0,8
Wine Barrels,7140,BT 3yr Imm M+,IND01,NZ Indent Orders,IND,BT 3yr Imm M+,1590,1590,Classic,Kauri New Zealand Ltd,0,0,-20,-20
Wine Barrels,7141,BT 3yr Imm Lumiere Plus,IND01,NZ Indent Orders,IND,BT 3yr Imm Lumiere Plus,1600,1600,Classic,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7340,BT BG 3yr House,CHC01,Bascik,CHC,,1920,0,Bourgogne,Kauri New Zealand Ltd,4,0,0,4
Wine Barrels,7340,BT BG 3yr House,IND01,NZ Indent Orders,IND,BT BG 3yr House,1920,1920,Bourgogne,Kauri New Zealand Ltd,0,0,-19,-19
Wine Barrels,7343,BT BG 3yr ML ,IND01,NZ Indent Orders,IND,BT BG 3yr ML ,1930,1930,Bourgogne,Kauri New Zealand Ltd,0,0,-8,-8
Wine Barrels,7347,BT BGF 3yr Imm House ,AKD01,Kauri Warehouse,AKD,,1980,0,Bourgogne FG,Kauri New Zealand Ltd,6,0,0,6
Wine Barrels,7347,BT BGF 3yr Imm House ,IND01,NZ Indent Orders,IND,BT BGF 3yr Imm House ,1980,1980,Bourgogne FG,Kauri New Zealand Ltd,0,0,-8,-8
Wine Barrels,7353,BT BGF 3yr Cru ,IND01,NZ Indent Orders,IND,BT BGF 3yr Cru ,1930,1930,Bourgogne,Kauri New Zealand Ltd,0,0,-4,-4
Wine Barrels,7356,BT BGF 3yr Imm Cru ,IND01,NZ Indent Orders,IND,BT BGF 3yr Imm Cru ,1950,1950,Bourgogne,Kauri New Zealand Ltd,0,0,-3,-3
Wine Barrels,7374,TT BGF 3yr Cru,IND01,NZ Indent Orders,IND,TT BGF 3yr Cru,1185,1185,Bourgogne,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7420,TT BG 3yr House,IND01,NZ Indent Orders,IND,TT BG 3yr House,2395,2395,Bourgogne,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7435,TT 3yr M,IND01,NZ Indent Orders,IND,TT 3yr M,2170,2170,Classic,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7455,TT 3yr Imm M,IND01,NZ Indent Orders,IND,TT 3yr Imm M,2215,2215,Classic,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7496,CT BGF 3yr Cru ,IND01,NZ Indent Orders,IND,CT BGF 3yr Cru ,1930,1930,Bourgogne,Kauri New Zealand Ltd,0,0,-3,-3
Wine Barrels,7713,BT Pr 3yr Imm M+,IND01,NZ Indent Orders,IND,BT Pr 3yr Imm M+,1670,1670,Premium,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7720,BT Pr 3yr Lumiere Plus,IND01,NZ Indent Orders,IND,BT Pr 3yr Lumiere Plus,1640,1640,Premium,Kauri New Zealand Ltd,0,0,-3,-3
Wine Barrels,7722,BT Pr 3yr Imm Lumiere Plus,IND01,NZ Indent Orders,IND,BT Pr 3yr Imm Lumiere Plus,1680,1680,Premium,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,7726,BT Pr 3yr Imm House,OTG01,Mainfreight Transp,OTG,,1685,0,Premium,Kauri New Zealand Ltd,2,0,0,2
Wine Barrels,7726A,BT Pr 3yr Imm House,OTG01,Mainfreight Transp,OTG,,1685,0,Premium,Kauri New Zealand Ltd,2,0,0,2
Wine Barrels,7734,CT 3yr Lumiere Plus,IND01,NZ Indent Orders,IND,CT 3yr Lumiere Plus,2855,2855,Classic,Kauri New Zealand Ltd,0,0,-5,-5
Wine Barrels,7739,CT BG 3yr House,IND01,NZ Indent Orders,IND,CT BG 3yr House,2985,2985,Bourgogne,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,7740,CT 3yr M+,IND01,NZ Indent Orders,IND,CT 3yr M+,2845,2845,Classic,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7771,BT Pr 3yr M,IND01,NZ Indent Orders,IND,BT Pr 3yr M,1620,1620,Premium,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,7773,BT Pr 3yr M+,AKD01,Kauri Warehouse,AKD,,1630,0,Premium,Kauri New Zealand Ltd,16,0,0,16
Wine Barrels,7773,BT Pr 3yr M+,AKD01,Kauri Warehouse,AKD,BT Pr 3yr M+,1630,1630,Premium,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7775,BT Pr 3yr Lumiere,IND01,NZ Indent Orders,IND,BT Pr 3yr Lumiere,1640,1640,Premium,Kauri New Zealand Ltd,0,0,-2,-2
Wine Barrels,7790,XT Pr 3yr Imm M,IND01,NZ Indent Orders,IND,XT Pr 3yr Imm M,260,260,Premium,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,7800,Barrel Repair Kit,AKD01,Kauri Warehouse,AKD,,6500,0,Other,Kauri New Zealand Ltd,18,0,0,18
Wine Barrels,7800,Barrel Repair Kit,WOFF,Wellington Office,WOFF,,6500,0,Other,Kauri New Zealand Ltd,8,0,0,8
Wine Barrels,7801,Hoop Driver,AKD01,Kauri Warehouse,AKD,,6501,0,Other,Kauri New Zealand Ltd,10,0,0,10
Wine Barrels,7801,Hoop Driver,WOFF,Wellington Office,WOFF,,6501,0,Other,Kauri New Zealand Ltd,4,0,0,4
Wine Barrels,7802,Hammer,AKD01,Kauri Warehouse,AKD,,6502,0,Other,Kauri New Zealand Ltd,2,0,0,2
Wine Barrels,7802,Hammer,WOFF,Wellington Office,WOFF,,6502,0,Other,Kauri New Zealand Ltd,6,0,0,6
Wine Barrels,7803,Scraper,AKD01,Kauri Warehouse,AKD,,6503,0,Other,Kauri New Zealand Ltd,10,0,0,10
Wine Barrels,7809,BT Pr 3yr House,AKD01,Kauri Warehouse,AKD,,1645,0,Premium,Kauri New Zealand Ltd,2,0,0,2
Wine Barrels,7822,XT Pr 3yr Lumiere Plus,IND01,NZ Indent Orders,IND,XT Pr 3yr Lumiere Plus,240,240,Premium,Kauri New Zealand Ltd,0,0,-1,-1
