KAURIITEMCODE,BRAND,SHORTDESCRIPTION,CURRENCY,EARLYORDERPRICING,STANDARDPRICING,EARLYORDERPRICETOCUSTOMERAUS,STANDARDPRICETOCUSTOMERAUS,EARLYORDERPRICETOCUSTOMERNZ,STANDARDPRICETOCUSTOMERNZ,SIZE,SEASONING,BENDING,TOASTING,GRAIN,OAK,TERMS,BARRELMARKINGS1,BARRELMARKINGS2,LABELLINEI,LABELLINE2,LABELLINE3,LABELLINE4,LABELLINE5,LONGBARRELCODE,FULLDESCRIPTION,CURRENTLYAVAILABLE
6300,Saury,XTL 3yr M,Euro,865,883,1170,1210,1130,1155,Bord Thinstave 240L,3yr,Fire,M,Fine,French Oak,ex W,,TS 3yr M ,6300,Saury,French Oak,XTL 3yr M,customer name,Saury Bord Exp TS 240L 3yr M ,Saury French Oak Bord Thinstave 240L 3yr Fire M,Y
6305,Saury,XTL 3yr M TH,Euro,865,883,1190,1230,1150,1175,Bord Thinstave 240L,3yr,Fire,M TH,Fine,French Oak,ex W,,TS 3yr M TH ,6305,Saury,French Oak,XTL 3yr M TH,customer name,Saury Bord Exp TS 240L 3yr M TH ,Saury French Oak Bord Thinstave 240L 3yr Fire M TH,Y
6310,Saury,XTL 3yr M+,Euro,865,883,1170,1210,1130,1155,Bord Thinstave 240L,3yr,Fire,M+,Fine,French Oak,ex W,,TS 3yr M+ ,6310,Saury,French Oak,XTL 3yr M+,customer name,Saury Bord Exp TS 240L 3yr M+ ,Saury French Oak Bord Thinstave 240L 3yr Fire M+,Y
6315,Saury,XTL 3yr M+TH,Euro,865,883,1190,1230,1150,1175,Bord Thinstave 240L,3yr,Fire,M+ TH,Fine,French Oak,ex W,,TS 3yr M+ TH ,6315,Saury,French Oak,XTL 3yr M+TH,customer name,Saury Bord Exp TS 240L 3yr M+ TH ,Saury French Oak Bord Thinstave 240L 3yr Fire M+ TH,Y
6316,Saury,XTL 3yr Lumiere,Euro,865,883,1170,1210,1130,1155,Bord Thinstave 240L,3yr,Fire,Lumiere,Fine,French Oak,ex W,,TS 3yr Lumiere ,6316,Saury,French Oak,XTL 3yr Lumiere,customer name,Saury Bord Exp TS 240L 3yr Lumiere ,Saury French Oak Bord Thinstave 240L 3yr Fire Lumiere,Y
6317,Saury,XTL 3yr Lumiere TH,Euro,865,883,1190,1230,1150,1175,Bord Thinstave 240L,3yr,Fire,Lumiere TH,Fine,French Oak,ex W,,TS 3yr Lumiere TH ,6317,Saury,French Oak,XTL 3yr Lumiere TH,customer name,Saury Bord Exp TS 240L 3yr Lumiere TH ,Saury French Oak Bord Thinstave 240L 3yr Fire Lumiere TH,Y
6318,Saury,XTL 3yr Imm L,Euro,865,883,1170,1210,1130,1155,Bord Thinstave 240L,3yr,Immersion,L,Fine,French Oak,ex W,,TS 3yr Immersion L ,6318,Saury,French Oak,XTL 3yr Imm L,customer name,Saury Bord Exp TS 240L 3yr Imm L ,Saury French Oak Bord Thinstave 240L 3yr Immersion L,N
6326,Saury,XTL 3yr Imm L TH,Euro,865,883,1190,1230,1150,1175,Bord Thinstave 240L,3yr,Immersion,L TH,Fine,French Oak,ex W,,TS 3yr Immersion L TH,6326,Saury,French Oak,XTL 3yr Imm L TH,customer name,Saury Bord Exp TS 240L 3yr Imm L TH,Saury French Oak Bord Thinstave 240L 3yr Immersion L TH,N
6319,Saury,XTL 3yr Imm M,Euro,865,883,1170,1210,1130,1155,Bord Thinstave 240L,3yr,Immersion,M,Fine,French Oak,ex W,,TS 3yr Immersion M ,6319,Saury,French Oak,XTL 3yr Imm M,customer name,Saury Bord Exp TS 240L 3yr Imm M ,Saury French Oak Bord Thinstave 240L 3yr Immersion M,Y
6320,Saury,XTL 3yr Imm M TH,Euro,865,883,1190,1230,1150,1175,Bord Thinstave 240L,3yr,Immersion,M TH,Fine,French Oak,ex W,,TS 3yr Immersion M TH ,6320,Saury,French Oak,XTL 3yr Imm M TH,customer name,Saury Bord Exp TS 240L 3yr Imm M TH ,Saury French Oak Bord Thinstave 240L 3yr Immersion M TH,Y
6325,Saury,XTL 3yr Imm M+,Euro,865,883,1170,1210,1130,1155,Bord Thinstave 240L,3yr,Immersion,M+,Fine,French Oak,ex W,,TS 3yr Immersion M+ ,6325,Saury,French Oak,XTL 3yr Imm M+,customer name,Saury Bord Exp TS 240L 3yr Imm M+ ,Saury French Oak Bord Thinstave 240L 3yr Immersion M+,Y
6330,Saury,XTL 3yr Imm M+ TH,Euro,865,883,1190,1230,1150,1175,Bord Thinstave 240L,3yr,Immersion,M+ TH,Fine,French Oak,ex W,,TS 3yr Immersion M+ TH ,6330,Saury,French Oak,XTL 3yr Imm M+ TH,customer name,Saury Bord Exp TS 240L 3yr Imm M+ TH ,Saury French Oak Bord Thinstave 240L 3yr Immersion M+ TH,Y
6331,Saury,XTL 3yr Imm Lumiere,Euro,865,883,1170,1210,1130,1155,Bord Thinstave 240L,3yr,Immersion,Lumiere,Fine,French Oak,ex W,,TS 3yr Immersion Lumiere ,6331,Saury,French Oak,XTL 3yr Imm Lumiere,customer name,Saury Bord Exp TS 240L 3yr Imm Lumiere ,Saury French Oak Bord Thinstave 240L 3yr Immersion Lumiere,Y
6332,Saury,XTL 3yr Imm Lumiere TH,Euro,865,883,1190,1230,1150,1175,Bord Thinstave 240L,3yr,Immersion,Lumiere TH,Fine,French Oak,ex W,,TS 3yr Immersion Lumiere TH ,6332,Saury,French Oak,XTL 3yr Imm Lumiere TH,customer name,Saury Bord Exp TS 240L 3yr Imm Lum TH ,Saury French Oak Bord Thinstave 240L 3yr Immersion Lumiere TH,Y
6402,Saury,XTL 3yr Imm Lumiere+,Euro,865,883,1170,1210,1130,1155,Bord Thinstave 240L,3yr,Immersion,Lumiere+,Fine,French Oak,ex W,,TS 3yr Immersion Lumiere+,6402,Saury,French Oak,XTL 3yr Imm Lumiere+,customer name,Saury Bord Exp TS 240L 3yr Imm Lumiere+,Saury French Oak Bord Thinstave 240L 3yr Immersion Lumiere+,Y
6520,Saury,XC M,Euro,907,923,1180,1220,1135,1160,Chateau 225L,2yr,Fire,M,Fine,French Oak,ex W,,M,6520,Saury,French Oak,XC M,customer name,Saury Chateau 225L M,Saury French Oak Chateau 225L Fire M,Y
6525,Saury,XC M TH,Euro,907,923,1200,1240,1155,1180,Chateau 225L,2yr,Fire,M TH,Fine,French Oak,ex W,,M TH,6525,Saury,French Oak,XC M TH,customer name,Saury Chateau 225L M TH,Saury French Oak Chateau 225L Fire M TH,Y
6530,Saury,XC M+,Euro,907,923,1180,1220,1135,1160,Chateau 225L,2yr,Fire,M+,Fine,French Oak,ex W,,M+,6530,Saury,French Oak,XC M+,customer name,Saury Chateau 225L M+,Saury French Oak Chateau 225L Fire M+,Y
6535,Saury,XC M+TH,Euro,907,923,1200,1240,1155,1180,Chateau 225L,2yr,Fire,M+ TH,Fine,French Oak,ex W,,M+ TH,6535,Saury,French Oak,XC M+TH,customer name,Saury Chateau 225L M+ TH,Saury French Oak Chateau 225L Fire M+ TH,Y
6536,Saury,XC Lumiere,Euro,907,923,1180,1220,1135,1160,Chateau 225L,2yr,Fire,Lumiere,Fine,French Oak,ex W,,Lumiere,6536,Saury,French Oak,XC Lumiere,customer name,Saury Chateau 225L Lumiere,Saury French Oak Chateau 225L Fire Lumiere,Y
6537,Saury,XC Lumiere TH,Euro,907,923,1200,1240,1155,1180,Chateau 225L,2yr,Fire,Lumiere TH,Fine,French Oak,ex W,,Lumiere TH,6537,Saury,French Oak,XC Lumiere TH,customer name,Saury Chateau 225L Lumiere TH,Saury French Oak Chateau 225L Fire Lumiere TH,Y
6540,Saury,XC Imm M,Euro,907,923,1180,1220,1135,1160,Chateau 225L,2yr,Immersion,M,Fine,French Oak,ex W,,Immersion M,6540,Saury,French Oak,XC Imm M,customer name,Saury Chateau 225L Imm M,Saury French Oak Chateau 225L Immersion M,Y
6541,Saury,XC Imm M TH,Euro,907,923,1200,1240,1155,1180,Chateau 225L,2yr,Immersion,M TH,Fine,French Oak,ex W,,Immersion M TH,6541,Saury,French Oak,XC Imm M TH,customer name,Saury Chateau 225L Imm M TH,Saury French Oak Chateau 225L Immersion M TH,Y
6545,Saury,XC Imm M+,Euro,907,923,1180,1220,1135,1160,Chateau 225L,2yr,Immersion,M+,Fine,French Oak,ex W,,Immersion M+,6545,Saury,French Oak,XC Imm M+,customer name,Saury Chateau 225L Imm M+,Saury French Oak Chateau 225L Immersion M+,Y
6550,Saury,XC Imm M+ TH,Euro,907,923,1200,1240,1155,1180,Chateau 225L,2yr,Immersion,M+ TH,Fine,French Oak,ex W,,Immersion M+ TH,6550,Saury,French Oak,XC Imm M+ TH,customer name,Saury Chateau 225L Imm M+ TH,Saury French Oak Chateau 225L Immersion M+ TH,Y
6556,Saury,XC Imm Lumiere,Euro,907,923,1180,1220,1135,1160,Chateau 225L,2yr,Immersion,Lumiere,Fine,French Oak,ex W,,Immersion Lumiere,6556,Saury,French Oak,XC Imm Lumiere,customer name,Saury Chateau 225L Imm Lumiere,Saury French Oak Chateau 225L Immersion Lumiere,Y
6557,Saury,XC Imm Lumiere TH,Euro,907,923,1200,1240,1155,1180,Chateau 225L,2yr,Immersion,Lumiere TH,Fine,French Oak,ex W,,Immersion Lumiere TH,6557,Saury,French Oak,XC Imm Lumiere TH,customer name,Saury Chateau 225L Imm Lumiere TH,Saury French Oak Chateau 225L Immersion Lumiere TH,Y
6551,Saury,XC 3yr L,Euro,930,946,1210,1250,1165,1190,Chateau 225L,3yr,Fire,L,Fine,French Oak,ex W,,3yr L,6551,Saury,French Oak,XC 3yr L,customer name,Saury Chateau 225L 3yr L,Saury French Oak Chateau 225L 3yr Fire L,Y
6554,Saury,XC 3yr L TH,Euro,930,946,1230,1270,1185,1210,Chateau 225L,3yr,Fire,L TH,Fine,French Oak,ex W,,3yr L TH,6554,Saury,French Oak,XC 3yr L TH,customer name,Saury Chateau 225L 3yr L TH,Saury French Oak Chateau 225L 3yr Fire L TH,Y
6552,Saury,XC 3yr M,Euro,930,946,1210,1250,1165,1190,Chateau 225L,3yr,Fire,M,Fine,French Oak,ex W,,3yr M,6552,Saury,French Oak,XC 3yr M,customer name,Saury Chateau 225L 3yr M,Saury French Oak Chateau 225L 3yr Fire M,Y
6553,Saury,XC 3yr M TH,Euro,930,946,1230,1270,1185,1210,Chateau 225L,3yr,Fire,M TH,Fine,French Oak,ex W,,3yr M TH,6553,Saury,French Oak,XC 3yr M TH,customer name,Saury Chateau 225L 3yr M TH,Saury French Oak Chateau 225L 3yr Fire M TH,Y
6559,Saury,XC 3yr M+,Euro,930,946,1210,1250,1165,1190,Chateau 225L,3yr,Fire,M+,Fine,French Oak,ex W,,3yr M+,6559,Saury,French Oak,XC 3yr M+,customer name,Saury Chateau 225L 3yr M+,Saury French Oak Chateau 225L 3yr Fire M+,Y
6560,Saury,XC 3yr M+ TH,Euro,930,946,1230,1270,1185,1210,Chateau 225L,3yr,Fire,M+ TH,Fine,French Oak,ex W,,3yr M+ TH,6560,Saury,French Oak,XC 3yr M+ TH,customer name,Saury Chateau 225L 3yr M+ TH,Saury French Oak Chateau 225L 3yr Fire M+ TH,Y
6568,Saury,XC 3yr Lumiere,Euro,930,946,1210,1250,1165,1190,Chateau 225L,3yr,Fire,Lumiere,Fine,French Oak,ex W,,3yr Lumiere,6568,Saury,French Oak,XC 3yr Lumiere,customer name,Saury Chateau 225L 3yr Lumiere,Saury French Oak Chateau 225L 3yr Fire Lumiere,Y
6569,Saury,XC 3yr Lumiere TH,Euro,930,946,1230,1270,1185,1210,Chateau 225L,3yr,Fire,Lumiere TH,Fine,French Oak,ex W,,3yr Lumiere TH,6569,Saury,French Oak,XC 3yr Lumiere TH,customer name,Saury Chateau 225L 3yr Lumiere TH,Saury French Oak Chateau 225L 3yr Fire Lumiere TH,Y
6564,Saury,XC 3yr Imm L,Euro,930,946,1210,1250,1165,1190,Chateau 225L,3yr,Immersion,L,Fine,French Oak,ex W,,3yr Immersion L,6564,Saury,French Oak,XC 3yr Imm L,customer name,Saury Chateau 225L 3yr Imm L,Saury French Oak Chateau 225L 3yr Immersion L,Y
6567,Saury,XC 3yr Imm L TH,Euro,930,946,1230,1270,1185,1210,Chateau 225L,3yr,Immersion,L TH,Fine,French Oak,ex W,,3yr Immersion L TH,6567,Saury,French Oak,XC 3yr Imm L TH,customer name,Saury Chateau 225L 3yr Imm L TH,Saury French Oak Chateau 225L 3yr Immersion L TH,Y
6566,Saury,XC 3yr Imm M,Euro,930,946,1210,1250,1165,1190,Chateau 225L,3yr,Immersion,M,Fine,French Oak,ex W,,3yr Immersion M,6566,Saury,French Oak,XC 3yr Imm M,customer name,Saury Chateau 225L 3yr Imm M,Saury French Oak Chateau 225L 3yr Immersion M,Y
6561,Saury,XC 3yr Imm M TH,Euro,930,946,1230,1270,1185,1210,Chateau 225L,3yr,Immersion,M TH,Fine,French Oak,ex W,,3yr Immersion M TH,6561,Saury,French Oak,XC 3yr Imm M TH,customer name,Saury Chateau 225L 3yr Imm M TH,Saury French Oak Chateau 225L 3yr Immersion M TH,Y
6563,Saury,XC 3yr Imm M+,Euro,930,946,1210,1250,1165,1190,Chateau 225L,3yr,Immersion,M+,Fine,French Oak,ex W,,3 yr Immersion M+,6563,Saury,French Oak,XC 3yr Imm M+,customer name,Saury Chateau 225L 3 yr Imm M+,Saury French Oak Chateau 225L 3yr Immersion M+,Y
6562,Saury,XC 3yr Imm M+ TH,Euro,930,946,1230,1270,1185,1210,Chateau 225L,3yr,Immersion,M+ TH,Fine,French Oak,ex W,,3yr Immersion M+ TH,6562,Saury,French Oak,XC 3yr Imm M+ TH,customer name,Saury Chateau 225L 3yr Imm M+ TH,Saury French Oak Chateau 225L 3yr Immersion M+ TH,Y
6592,Saury,XC 3yr Imm Lumiere,Euro,930,946,1210,1250,1165,1190,Chateau 225L,3yr,Immersion,Lumiere,Fine,French Oak,ex W,,3yr Immersion Lumiere,6592,Saury,French Oak,XC 3yr Imm Lumiere,customer name,Saury Chateau 225L 3yr Imm Lumiere,Saury French Oak Chateau 225L 3yr Immersion Lumiere,Y
6593,Saury,XC 3yr Imm Lumiere TH,Euro,930,946,1230,1270,1185,1210,Chateau 225L,3yr,Immersion,Lumiere TH,Fine,French Oak,ex W,,3yr Immersion Lumiere TH,6593,Saury,French Oak,XC 3yr Imm Lumiere TH,customer name,Saury Chateau 225L 3yr Imm Lumiere TH,Saury French Oak Chateau 225L 3yr Immersion Lumiere TH,Y
6570,Saury,XCF M,Euro,873,888,1180,1220,1135,1160,Chateau Ferre 225L,2yr,Fire,M,Fine,French Oak,ex W,,M,6570,Saury,French Oak,XCF M,customer name,Saury Chateau Ferre 225L M,Saury French Oak Chateau Ferre 225L Fire M,Y
6575,Saury,XCF M TH,Euro,873,888,1200,1240,1155,1180,Chateau Ferre 225L,2yr,Fire,M TH,Fine,French Oak,ex W,,M TH,6575,Saury,French Oak,XCF M TH,customer name,Saury Chateau Ferre 225L M TH,Saury French Oak Chateau Ferre 225L Fire M TH,Y
6580,Saury,XCF M+,Euro,873,888,1180,1220,1135,1160,Chateau Ferre 225L,2yr,Fire,M+,Fine,French Oak,ex W,,M+,6580,Saury,French Oak,XCF M+,customer name,Saury Chateau Ferre 225L M+,Saury French Oak Chateau Ferre 225L Fire M+,Y
6585,Saury,XCF M+ TH,Euro,873,888,1200,1240,1155,1180,Chateau Ferre 225L,2yr,Fire,M+ TH,Fine,French Oak,ex W,,M+ TH,6585,Saury,French Oak,XCF M+ TH,customer name,Saury Chateau Ferre 225L M+ TH,Saury French Oak Chateau Ferre 225L Fire M+ TH,Y
6586,Saury,XCF Lumiere,Euro,873,888,1180,1220,1135,1160,Chateau Ferre 225L,2yr,Fire,Lumiere,Fine,French Oak,ex W,,Lumiere,6586,Saury,French Oak,XCF Lumiere,customer name,Saury Chateau Ferre 225L Lumiere,Saury French Oak Chateau Ferre 225L Fire Lumiere,Y
6587,Saury,XCF Lumiere TH,Euro,873,888,1200,1240,1155,1180,Chateau Ferre 225L,2yr,Fire,Lumiere TH,Fine,French Oak,ex W,,Lumiere TH,6587,Saury,French Oak,XCF Lumiere TH,customer name,Saury Chateau Ferre 225L Lumiere TH,Saury French Oak Chateau Ferre 225L Fire Lumiere TH,Y
6595,Saury,XCF Imm M,Euro,873,888,1180,1220,1135,1160,Chateau Ferre 225L,2yr,Immersion,M,Fine,French Oak,ex W,,Immersion M,6595,Saury,French Oak,XCF Imm M,customer name,Saury Chateau Ferre 225L Imm M,Saury French Oak Chateau Ferre 225L Immersion M,Y
6600,Saury,XCF Imm M TH,Euro,873,888,1200,1240,1155,1180,Chateau Ferre 225L,2yr,Immersion,M TH,Fine,French Oak,ex W,,Immersion M TH,6600,Saury,French Oak,XCF Imm M TH,customer name,Saury Chateau Ferre 225L Imm M TH,Saury French Oak Chateau Ferre 225L Immersion M TH,Y
6605,Saury,XCF Imm M+,Euro,873,888,1180,1220,1135,1160,Chateau Ferre 225L,2yr,Immersion,M+,Fine,French Oak,ex W,,Immersion M+,6605,Saury,French Oak,XCF Imm M+,customer name,Saury Chateau Ferre 225L Imm M+,Saury French Oak Chateau Ferre 225L Immersion M+,Y
6610,Saury,XCF Imm M+ TH,Euro,873,888,1200,1240,1155,1180,Chateau Ferre 225L,2yr,Immersion,M+ TH,Fine,French Oak,ex W,,Immersion M+ TH,6610,Saury,French Oak,XCF Imm M+ TH,customer name,Saury Chateau Ferre 225L Imm M+ TH,Saury French Oak Chateau Ferre 225L Immersion M+ TH,Y
6611,Saury,XCF Imm Lumiere,Euro,873,888,1180,1220,1135,1160,Chateau Ferre 225L,2yr,Immersion,Lumiere,Fine,French Oak,ex W,,Immersion Lumiere,6611,Saury,French Oak,XCF Imm Lumiere,customer name,Saury Chateau Ferre 225L Imm Lumiere,Saury French Oak Chateau Ferre 225L Immersion Lumiere,Y
6612,Saury,XCF Imm Lumiere TH,Euro,873,888,1200,1240,1155,1180,Chateau Ferre 225L,2yr,Immersion,Lumiere TH,Fine,French Oak,ex W,,Immersion Lumiere TH,6612,Saury,French Oak,XCF Imm Lumiere TH,customer name,Saury Chateau Ferre 225L Imm Lumiere TH,Saury French Oak Chateau Ferre 225L Immersion Lumiere TH,Y
6628,Saury,XCF 3yr L,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Fire,L,Fine,French Oak,ex W,,3yr L,6628,Saury,French Oak,XCF 3yr L,customer name,Saury Chateau Ferre 225L 3yr L,Saury French Oak Chateau Ferre 225L 3yr Fire L,Y
6629,Saury,XCF 3yr L TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Fire,L TH,Fine,French Oak,ex W,,3yr L TH,6629,Saury,French Oak,XCF 3yr L TH,customer name,Saury Chateau Ferre 225L 3yr L TH,Saury French Oak Chateau Ferre 225L 3yr Fire L TH,Y
6630,Saury,XCF 3yr M,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Fire,M,Fine,French Oak,ex W,,3yr M,6630,Saury,French Oak,XCF 3yr M,customer name,Saury Chateau Ferre 225L 3yr M,Saury French Oak Chateau Ferre 225L 3yr Fire M,Y
6631,Saury,XCF 3yr M TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Fire,M TH,Fine,French Oak,ex W,,3yr M TH,6631,Saury,French Oak,XCF 3yr M TH,customer name,Saury Chateau Ferre 225L 3yr M TH,Saury French Oak Chateau Ferre 225L 3yr Fire M TH,Y
6635,Saury,XCF 3yr M+,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Fire,M+,Fine,French Oak,ex W,,3yr M+,6635,Saury,French Oak,XCF 3yr M+,customer name,Saury Chateau Ferre 225L 3yr M+,Saury French Oak Chateau Ferre 225L 3yr Fire M+,Y
6640,Saury,XCF 3yr M+TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Fire,M+ TH,Fine,French Oak,ex W,,3yr M+ TH,6640,Saury,French Oak,XCF 3yr M+TH,customer name,Saury Chateau Ferre 225L 3yr M+ TH,Saury French Oak Chateau Ferre 225L 3yr Fire M+ TH,Y
6636,Saury,XCF 3yr Lumiere,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Fire,Lumiere,Fine,French Oak,ex W,,3yr Lumiere,6636,Saury,French Oak,XCF 3yr Lumiere,customer name,Saury Chateau Ferre 225L 3yr Lumiere,Saury French Oak Chateau Ferre 225L 3yr Fire Lumiere,Y
6637,Saury,XCF 3yr Lumiere TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Fire,Lumiere TH,Fine,French Oak,ex W,,3yr Lumiere TH,6637,Saury,French Oak,XCF 3yr Lumiere TH,customer name,Saury Chateau Ferre 225L 3yr Lumiere TH,Saury French Oak Chateau Ferre 225L 3yr Fire Lumiere TH,Y
6638,Saury,XCF 3yr Lumiere+,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Fire,Lumiere Plus,Fine,French Oak,ex W,,3yr Lumiere+,6638,Saury,French Oak,XCF 3yr Lumiere+,customer name,Saury Chateau Ferre 225L 3yr Lumiere Plus,Saury French Oak Chateau Ferre 225L 3yr Fire Lumiere Plus,Y
6639,Saury,XCF 3yr Lumiere+ TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Fire,Lumiere Plus TH,Fine,French Oak,ex W,,3yr Lumiere+ TH,6639,Saury,French Oak,XCF 3yr Lumiere+ TH,customer name,Saury Chateau Ferre 225L 3yr Lumiere Plus TH,Saury French Oak Chateau Ferre 225L 3yr Fire Lumiere Plus TH,Y
6642,Saury,XCF 3yr Imm L,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Immersion,L,Fine,French Oak,ex W,,3yr Immersion L,6642,Saury,French Oak,XCF 3yr Imm L,customer name,Saury Chateau Ferre 225L 3yr Imm L,Saury French Oak Chateau Ferre 225L 3yr Immersion L,Y
6646,Saury,XCF 3yr Imm L TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Immersion,L TH,Fine,French Oak,ex W,,3yr Immersion L TH,6646,Saury,French Oak,XCF 3yr Imm L TH,customer name,Saury Chateau Ferre 225L 3yr Imm L TH,Saury French Oak Chateau Ferre 225L 3yr Immersion L TH,Y
6643,Saury,XCF 3yr Imm M,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Immersion,M,Fine,French Oak,ex W,,3yr Immersion M,6643,Saury,French Oak,XCF 3yr Imm M,customer name,Saury Chateau Ferre 225L 3yr Imm M,Saury French Oak Chateau Ferre 225L 3yr Immersion M,Y
6644,Saury,XCF 3yr Imm M TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Immersion,M TH,Fine,French Oak,ex W,,3yr Immersion M TH,6644,Saury,French Oak,XCF 3yr Imm M TH,customer name,Saury Chateau Ferre 225L 3yr Imm M TH,Saury French Oak Chateau Ferre 225L 3yr Immersion M TH,Y
6645,Saury,XCF 3yr Imm M+,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Immersion,M+,Fine,French Oak,ex W,,3yr Immersion M+,6645,Saury,French Oak,XCF 3yr Imm M+,customer name,Saury Chateau Ferre 225L 3yr Imm M+,Saury French Oak Chateau Ferre 225L 3yr Immersion M+,Y
6647,Saury,XCF 3yr Imm M+ TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Immersion,M+ TH,Fine,French Oak,ex W,,3yr Immersion M+ TH,6647,Saury,French Oak,XCF 3yr Imm M+ TH,customer name,Saury Chateau Ferre 225L 3yr Imm M+ TH,Saury French Oak Chateau Ferre 225L 3yr Immersion M+ TH,Y
6650,Saury,XCF 3yr Imm Lumiere,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Immersion,Lumiere,Fine,French Oak,ex W,,3yr Immersion Lumiere,6650,Saury,French Oak,XCF 3yr Imm Lumiere,customer name,Saury Chateau Ferre 225L 3yr Imm Lumiere,Saury French Oak Chateau Ferre 225L 3yr Immersion Lumiere,Y
6651,Saury,XCF 3yr Imm Lumiere TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Immersion,Lumiere TH,Fine,French Oak,ex W,,3yr Immersion Lumiere TH,6651,Saury,French Oak,XCF 3yr Imm Lumiere TH,customer name,Saury Chateau Ferre 225L 3yr Imm Lum TH,Saury French Oak Chateau Ferre 225L 3yr Immersion Lumiere TH,Y
6641,Saury,XCF 3yr Imm Lumiere+,Euro,896,911,1210,1250,1165,1190,Chateau Ferre 225L,3yr,Immersion,Lumiere Plus,Fine,French Oak,ex W,,3yr Immersion Lumiere+,6641,Saury,French Oak,XCF 3yr Imm Lumiere+,customer name,Saury Chateau Ferre 225L 3yr Imm Lumiere Plus,Saury French Oak Chateau Ferre 225L 3yr Immersion Lumiere Plus,Y
6648,Saury,XCF 3yr Imm Lumiere+ TH,Euro,896,911,1230,1270,1185,1210,Chateau Ferre 225L,3yr,Immersion,Lumiere Plus TH,Fine,French Oak,ex W,,3yr Immersion Lumiere+ TH,6648,Saury,French Oak,XCF 3yr Imm Lumiere+ TH,customer name,Saury Chateau Ferre 225L 3yr Imm Lum Plus TH,Saury French Oak Chateau Ferre 225L 3yr Immersion Lumiere Plus TH,Y
6655,Saury,XT-112L M,Euro,537,550,740,770,745,760,Bordeaux Export 112L,2yr,Fire,M,Fine,French Oak,ex W,,M,6655,Saury,French Oak,XT-112L M,customer name,Saury Bord Exp 112L M,Saury French Oak Bordeaux Export 112L Fire M,Y
6656,Saury,XT-112L M+,Euro,537,550,740,770,745,760,Bordeaux Export 112L,2yr,Fire,M+,Fine,French Oak,ex W,,M+,6656,Saury,French Oak,XT-112L M+,customer name,Saury Bord Exp 112L M+,Saury French Oak Bordeaux Export 112L Fire M+,Y
6657,Saury,XT-112L Lumiere,Euro,537,550,740,770,745,760,Bordeaux Export 112L,2yr,Fire,Lumiere,Fine,French Oak,ex W,,Lumiere,6657,Saury,French Oak,XT-112L Lumiere,customer name,Saury Bord Exp 112L Lumiere,Saury French Oak Bordeaux Export 112L Fire Lumiere,Y
6698,Saury,XT-112L 3yr M,Euro,559,573,770,800,775,790,Bordeaux Export 112L,3yr,Fire,M,Fine,French Oak,ex W,,3yr M,6698,Saury,French Oak,XT-112L 3yr M,customer name,Saury Bord Exp 112L 3yr M,Saury French Oak Bordeaux Export 112L 3yr Fire M,Y
6658,Saury,XT-112L 3yr M+,Euro,559,573,770,800,775,790,Bordeaux Export 112L,3yr,Fire,M+,Fine,French Oak,ex W,,3yr M+,6658,Saury,French Oak,XT-112L 3yr M+,customer name,Saury Bord Exp 112L 3yr M+,Saury French Oak Bordeaux Export 112L 3yr Fire M+,Y
6653,Saury,XT-112L 3yr H,Euro,559,573,770,800,775,790,Bordeaux Export 112L,3yr,Fire,H,Fine,French Oak,ex W,,3yr H,6653,Saury,French Oak,XT-112L 3yr H,customer name,Saury Bord Exp 112L 3yr H,Saury French Oak Bordeaux Export 112L 3yr Fire H,Y
6659,Saury,XT-112L 3yr Lumiere,Euro,559,573,770,800,775,790,Bordeaux Export 112L,3yr,Fire,Lumiere,Fine,French Oak,ex W,,3yr Lumiere,6659,Saury,French Oak,XT-112L 3yr Lumiere,customer name,Saury Bord Exp 112L 3yr Lumiere,Saury French Oak Bordeaux Export 112L 3yr Fire Lumiere,Y
